payment_ts,account_id,method,amount_usd,status
2025-07-02,A100053,CARD,21.7,PAID
2025-07-17,A100053,CARD,76.84,PAID
2025-08-01,A100053,INVOICE,105.94,PAID
2025-08-16,A100053,CARD,148.96,PAID
2025-08-31,A100053,CARD,164.8,PAID
2025-09-15,A100053,INVOICE,124.6,PAID
2025-09-30,A100053,CARD,122.4,PAID
2025-05-03,A100054,CARD,44.74,PAID
2025-05-18,A100054,CARD,143.47,PAID
2025-06-02,A100054,INVOICE,107.92,PAID
2025-06-17,A100054,WIRE,149.97,PAID
2025-07-02,A100054,CARD,213.72,PAID
2025-07-17,A100054,CARD,126.68,PAID
2025-08-01,A100054,INVOICE,189.6,PAID
2025-08-16,A100054,CARD,130.52,PAID
2025-08-31,A100054,CARD,166.0,PAID
2025-09-15,A100054,CARD,95.4,PAID
2025-09-30,A100054,CARD,55.25,PAID
2025-05-03,A100055,INVOICE,99.31,PAID
2025-05-18,A100055,INVOICE,135.64,PAID
2025-06-02,A100055,CARD,187.47,PAID
2025-06-17,A100055,WIRE,124.07,PAID
2025-07-02,A100055,CARD,110.58,PAID
2025-07-17,A100055,CARD,97.1,PAID
2025-08-01,A100055,INVOICE,239.54,PAID
2025-08-16,A100055,CARD,246.61,PAID
2025-08-31,A100055,INVOICE,149.88,PAID
2025-09-15,A100055,CARD,127.74,PAID
2025-09-30,A100055,WIRE,151.1,PAID
2025-05-03,A100056,CARD,62.47,PAID
2025-05-18,A100056,CARD,131.81,PAID
2025-06-02,A100056,CARD,177.53,PAID
2025-06-17,A100056,INVOICE,104.13,PAID
2025-07-02,A100056,INVOICE,125.98,PAID
2025-07-17,A100056,WIRE,139.66,PAID
2025-08-01,A100056,CARD,176.62,PAID
2025-08-16,A100056,CARD,196.08,PAID
2025-08-31,A100056,CARD,234.23,PAID
2025-09-15,A100056,WIRE,10.0,PAID
2025-09-30,A100056,CARD,154.23,PAID
2025-05-03,A100057,INVOICE,122.45,PAID
2025-05-18,A100057,CARD,34.74,PAID
2025-06-02,A100057,CARD,32.04,PAID
2025-06-17,A100057,CARD,107.1,PAID
2025-07-02,A100057,INVOICE,156.46,PAID
2025-07-17,A100057,INVOICE,10.0,PAID
2025-08-01,A100057,INVOICE,145.86,PAID
2025-08-16,A100057,INVOICE,122.54,PAID
2025-08-31,A100057,CARD,128.59,PAID
2025-09-15,A100057,WIRE,71.02,PAID
2025-09-30,A100057,INVOICE,138.48,PAID
2025-05-03,A100058,INVOICE,75.32,PAID
2025-05-18,A100058,INVOICE,64.6,PAID
2025-06-02,A100058,CARD,140.1,PAID
2025-06-17,A100058,INVOICE,187.55,PAID
2025-07-02,A100058,CARD,151.08,PAID
2025-07-17,A100058,INVOICE,147.03,PAID
2025-08-01,A100058,CARD,61.26,PAID
2025-08-16,A100058,CARD,172.81,PAID
2025-08-31,A100058,CARD,37.72,PAID
2025-09-15,A100058,INVOICE,40.89,PAID
2025-09-30,A100058,CARD,122.12,PAID
2025-05-03,A100059,CARD,98.81,PAID
2025-05-18,A100059,CARD,56.47,PAID
2025-06-02,A100059,CARD,165.59,PAID
2025-06-17,A100059,INVOICE,159.14,PAID
2025-07-02,A100059,INVOICE,77.73,PAID
2025-07-17,A100059,INVOICE,68.77,PAID
2025-08-01,A100059,CARD,102.76,PAID
2025-08-16,A100059,CARD,34.28,PAID
2025-08-31,A100059,INVOICE,77.7,PAID
2025-09-15,A100059,INVOICE,108.14,PAID
2025-09-30,A100059,INVOICE,46.42,PAID
2025-05-03,A100060,CARD,31.94,PAID
2025-05-18,A100060,CARD,57.45,PAID
2025-06-02,A100060,CARD,53.99,PAID
2025-06-17,A100060,INVOICE,70.56,PAID
2025-07-02,A100060,CARD,159.56,PAID
2025-07-17,A100060,INVOICE,91.62,PAID
2025-08-01,A100060,WIRE,76.6,PAID
2025-08-16,A100060,CARD,113.44,PAID
2025-08-31,A100060,WIRE,130.67,PAID
2025-09-15,A100060,INVOICE,139.43,PAID
2025-09-30,A100060,CARD,119.3,PAID
2025-05-03,A100061,CARD,130.44,PAID
2025-05-18,A100061,INVOICE,52.93,PAID
2025-06-02,A100061,CARD,18.78,PAID
2025-06-17,A100061,WIRE,63.13,PAID
2025-07-02,A100061,CARD,180.51,PAID
2025-07-17,A100061,INVOICE,147.11,PAID
2025-08-01,A100061,CARD,86.78,PAID
2025-08-16,A100061,CARD,10.0,PAID
2025-08-31,A100061,INVOICE,186.69,PAID
2025-09-15,A100061,CARD,114.43,PAID
2025-09-30,A100061,CARD,217.61,PAID
2025-05-03,A100062,INVOICE,158.83,PAID
2025-05-18,A100062,CARD,132.58,PAID
2025-06-02,A100062,CARD,53.51,PAID
2025-06-17,A100062,CARD,56.2,PAID
2025-07-02,A100062,CARD,80.1,PAID
2025-07-17,A100062,INVOICE,139.19,PAID
2025-08-01,A100062,INVOICE,111.44,PAID
2025-08-16,A100062,WIRE,203.76,PAID
2025-08-31,A100062,CARD,108.75,PAID
2025-09-15,A100062,INVOICE,151.12,PAID
2025-09-30,A100062,CARD,52.0,PAID
2025-05-03,A100063,INVOICE,217.26,PAID
2025-05-18,A100063,INVOICE,56.6,PAID
2025-06-02,A100063,INVOICE,107.98,PAID
2025-06-17,A100063,CARD,184.02,PAID
2025-07-02,A100063,CARD,93.81,PAID
2025-07-17,A100063,CARD,95.06,PAID
2025-08-01,A100063,CARD,52.63,PAID
2025-08-16,A100063,CARD,111.29,PAID
2025-08-31,A100063,INVOICE,145.24,PAID
2025-09-15,A100063,CARD,219.98,PAID
2025-09-30,A100063,WIRE,98.07,PAID
2025-05-03,A100064,INVOICE,177.77,PAID
2025-05-18,A100064,CARD,44.68,PAID
2025-06-02,A100064,WIRE,154.89,PAID
2025-06-17,A100064,WIRE,156.0,PAID
2025-07-02,A100064,WIRE,204.55,PAID
2025-07-17,A100064,CARD,15.98,PAID
2025-08-01,A100064,INVOICE,44.73,PAID
2025-08-16,A100064,INVOICE,153.68,PAID
2025-08-31,A100064,CARD,282.52,PAID
2025-09-15,A100064,WIRE,65.05,PAID
2025-09-30,A100064,INVOICE,157.28,PAID
2025-05-03,A100065,CARD,142.55,PAID
2025-05-18,A100065,CARD,125.01,PAID
2025-06-02,A100065,CARD,127.69,PAID
2025-06-17,A100065,INVOICE,10.0,PAID
2025-07-02,A100065,WIRE,197.33,PAID
2025-07-17,A100065,INVOICE,158.55,PAID
2025-08-01,A100065,CARD,75.5,PAID
2025-08-16,A100065,CARD,123.03,PAID
2025-08-31,A100065,CARD,117.06,PAID
2025-09-15,A100065,WIRE,62.06,PAID
2025-09-30,A100065,CARD,89.41,PAID
2025-05-03,A100066,INVOICE,70.62,PAID
2025-05-18,A100066,CARD,165.33,PAID
2025-06-02,A100066,INVOICE,68.04,PAID
2025-06-17,A100066,INVOICE,241.03,PAID
2025-07-02,A100066,INVOICE,109.68,PAID
2025-07-17,A100066,WIRE,156.43,PAID
2025-08-01,A100066,INVOICE,44.87,PAID
2025-08-16,A100066,CARD,61.44,PAID
2025-08-31,A100066,WIRE,180.39,PAID
2025-09-15,A100066,CARD,10.0,PAID
2025-09-30,A100066,INVOICE,60.84,PAID
2025-05-03,A100067,CARD,114.79,PAID
2025-05-18,A100067,CARD,195.38,PAID
2025-06-02,A100067,CARD,134.65,PAID
2025-06-17,A100067,INVOICE,163.2,PAID
2025-07-02,A100067,CARD,132.25,PAID
2025-07-17,A100067,CARD,99.23,PAID
2025-08-01,A100067,INVOICE,161.93,PAID
2025-08-16,A100067,CARD,218.51,PAID
2025-08-31,A100067,CARD,133.47,PAID
2025-09-15,A100067,INVOICE,65.81,PAID
2025-09-30,A100067,CARD,10.0,PAID
2025-05-03,A100068,WIRE,120.56,PAID
2025-05-18,A100068,CARD,201.53,PAID
2025-06-02,A100068,CARD,14.42,PAID
2025-06-17,A100068,CARD,93.68,PAID
2025-07-02,A100068,INVOICE,211.54,PAID
2025-07-17,A100068,CARD,10.0,PAID
2025-08-01,A100068,INVOICE,165.8,PAID
2025-08-16,A100068,CARD,97.21,PAID
2025-08-31,A100068,CARD,88.73,PAID
2025-09-15,A100068,WIRE,70.17,PAID
2025-09-30,A100068,INVOICE,180.0,PAID
2025-05-03,A100069,CARD,138.44,PAID
2025-05-18,A100069,CARD,146.71,PAID
2025-06-02,A100069,CARD,116.78,PAID
2025-06-17,A100069,CARD,129.22,PAID
2025-07-02,A100069,CARD,10.0,PAID
2025-07-17,A100069,CARD,72.04,PAID
2025-08-01,A100069,CARD,78.92,PAID
2025-08-16,A100069,WIRE,129.96,PAID
2025-08-31,A100069,INVOICE,75.99,PAID
2025-09-15,A100069,WIRE,151.09,PAID
2025-09-30,A100069,WIRE,164.15,PAID
2025-05-03,A100070,CARD,163.54,PAID
2025-05-18,A100070,CARD,176.11,PAID
2025-06-02,A100070,CARD,134.8,PAID
2025-06-17,A100070,INVOICE,94.5,PAID
2025-07-02,A100070,CARD,50.49,PAID
2025-07-17,A100070,INVOICE,89.86,PAID
2025-08-01,A100070,INVOICE,72.38,PAID
2025-08-16,A100070,INVOICE,87.18,PAID
2025-08-31,A100070,INVOICE,162.37,PAID
2025-09-15,A100070,INVOICE,271.95,PAID
2025-09-30,A100070,CARD,291.58,PAID
2025-05-03,A100071,INVOICE,149.37,PAID
2025-05-18,A100071,CARD,96.49,PAID
2025-06-02,A100071,INVOICE,101.83,PAID
2025-06-17,A100071,INVOICE,10.0,PAID
2025-07-02,A100071,INVOICE,70.74,PAID
2025-07-17,A100071,INVOICE,110.4,PAID
2025-08-01,A100071,INVOICE,184.15,PAID
2025-08-16,A100071,CARD,118.96,PAID
2025-08-31,A100071,WIRE,173.78,PAID
2025-09-15,A100071,WIRE,168.8,PAID
2025-09-30,A100071,INVOICE,80.78,PAID
2025-05-03,A100072,CARD,99.9,PAID
2025-05-18,A100072,INVOICE,128.05,PAID
2025-06-02,A100072,CARD,131.04,PAID
2025-06-17,A100072,CARD,252.89,PAID
2025-07-02,A100072,CARD,70.42,PAID
2025-07-17,A100072,CARD,181.8,PAID
2025-08-01,A100072,CARD,114.26,PAID
2025-08-16,A100072,CARD,190.98,PAID
2025-08-31,A100072,CARD,252.65,PAID
2025-09-15,A100072,WIRE,109.61,PAID
2025-09-30,A100072,CARD,158.01,PAID
2025-05-03,A100073,CARD,155.67,PAID
2025-05-18,A100073,CARD,45.75,PAID
2025-06-02,A100073,CARD,157.97,PAID
2025-06-17,A100073,CARD,48.57,PAID
2025-07-02,A100073,CARD,115.63,PAID
2025-07-17,A100073,CARD,141.57,PAID
2025-08-01,A100073,INVOICE,150.92,PAID
2025-08-16,A100073,WIRE,78.44,PAID
2025-08-31,A100073,CARD,171.06,PAID
2025-09-15,A100073,CARD,83.9,PAID
2025-09-30,A100073,CARD,206.43,PAID
2025-05-03,A100074,WIRE,204.94,PAID
2025-05-18,A100074,CARD,102.79,PAID
2025-06-02,A100074,CARD,189.53,PAID
2025-06-17,A100074,WIRE,156.59,PAID
2025-07-02,A100074,INVOICE,137.24,PAID
2025-07-17,A100074,CARD,168.04,PAID
2025-08-01,A100074,CARD,144.55,PAID
2025-08-16,A100074,CARD,185.11,PAID
2025-08-31,A100074,WIRE,68.41,PAID
2025-09-15,A100074,CARD,182.32,PAID
2025-09-30,A100074,CARD,142.0,PAID
2025-05-03,A100075,CARD,85.1,PAID
2025-05-18,A100075,CARD,113.91,PAID
2025-06-02,A100075,CARD,153.65,PAID
2025-06-17,A100075,WIRE,142.63,PAID
2025-07-02,A100075,INVOICE,63.45,PAID
2025-07-17,A100075,INVOICE,56.52,PAID
2025-08-01,A100075,INVOICE,151.55,PAID
2025-08-16,A100075,CARD,101.97,PAID
2025-08-31,A100075,CARD,185.62,PAID
2025-09-15,A100075,CARD,164.87,PAID
2025-09-30,A100075,CARD,171.58,PAID
2025-05-03,A100076,INVOICE,73.66,PAID
2025-05-18,A100076,CARD,248.56,PAID
2025-06-02,A100076,INVOICE,178.69,PAID
2025-06-17,A100076,CARD,213.12,PAID
2025-07-02,A100076,WIRE,92.63,PAID
2025-07-17,A100076,CARD,220.11,PAID
2025-08-01,A100076,CARD,99.19,PAID
2025-08-16,A100076,CARD,132.96,PAID
2025-08-31,A100076,CARD,121.03,PAID
2025-09-15,A100076,CARD,56.64,PAID
2025-09-30,A100076,CARD,45.56,PAID
2025-05-03,A100077,INVOICE,119.16,PAID
2025-05-18,A100077,INVOICE,118.17,PAID
2025-06-02,A100077,INVOICE,189.7,PAID
2025-06-17,A100077,INVOICE,127.15,PAID
2025-07-02,A100077,CARD,90.59,PAID
2025-07-17,A100077,CARD,228.45,PAID
2025-08-01,A100077,INVOICE,264.36,PAID
2025-08-16,A100077,CARD,47.85,PAID
2025-08-31,A100077,CARD,156.12,PAID
2025-09-15,A100077,CARD,31.25,PAID
2025-09-30,A100077,CARD,92.59,PAID
2025-05-03,A100078,INVOICE,73.87,PAID
2025-05-18,A100078,WIRE,23.46,PAID
2025-06-02,A100078,CARD,142.8,PAID
2025-06-17,A100078,CARD,194.47,PAID
2025-07-02,A100078,CARD,132.38,PAID
2025-07-17,A100078,CARD,53.4,PAID
2025-08-01,A100078,CARD,59.48,PAID
2025-08-16,A100078,INVOICE,177.58,PAID
2025-08-31,A100078,CARD,163.87,PAID
2025-09-15,A100078,INVOICE,55.54,PAID
2025-09-30,A100078,CARD,40.47,PAID
2025-05-03,A100079,CARD,65.57,PAID
2025-05-18,A100079,CARD,103.1,PAID
2025-06-02,A100079,CARD,184.1,PAID
2025-06-17,A100079,INVOICE,103.38,PAID
2025-07-02,A100079,CARD,160.66,PAID
2025-07-17,A100079,CARD,165.8,PAID
2025-08-01,A100079,WIRE,141.01,PAID
2025-08-16,A100079,INVOICE,140.06,PAID
2025-08-31,A100079,INVOICE,124.29,PAID
2025-09-15,A100079,CARD,70.75,DECLINED
2025-09-30,A100079,CARD,77.89,CHARGEBACK
2025-05-03,A100080,INVOICE,188.03,PAID
2025-05-18,A100080,INVOICE,30.02,PAID
2025-06-02,A100080,WIRE,85.28,PAID
2025-06-17,A100080,CARD,208.32,PAID
2025-07-02,A100080,CARD,189.44,PAID
2025-07-17,A100080,INVOICE,99.05,PAID
2025-08-01,A100080,CARD,53.9,PAID
2025-08-16,A100080,INVOICE,92.17,PAID
2025-08-31,A100080,INVOICE,122.5,PAID
2025-09-15,A100080,INVOICE,59.74,PAID
2025-09-30,A100080,INVOICE,77.74,PAID
2025-05-03,A100081,CARD,10.0,PAID
2025-05-18,A100081,CARD,119.21,PAID
2025-06-02,A100081,CARD,124.83,PAID
2025-06-17,A100081,INVOICE,140.97,PAID
2025-07-02,A100081,CARD,89.34,PAID
2025-07-17,A100081,CARD,66.91,PAID
2025-08-01,A100081,INVOICE,47.9,PAID
2025-08-16,A100081,INVOICE,70.91,PAID
2025-08-31,A100081,WIRE,214.83,PAID
2025-09-15,A100081,CARD,215.31,PAID
2025-09-30,A100081,CARD,191.48,PAID
2025-05-03,A100082,CARD,165.56,PAID
2025-05-18,A100082,INVOICE,189.38,PAID
2025-06-02,A100082,INVOICE,135.08,PAID
2025-06-17,A100082,CARD,172.38,PAID
2025-07-02,A100082,INVOICE,131.45,PAID
2025-07-17,A100082,CARD,111.72,PAID
2025-08-01,A100082,CARD,101.11,PAID
2025-08-16,A100082,CARD,197.27,PAID
2025-08-31,A100082,INVOICE,42.64,PAID
2025-09-15,A100082,INVOICE,10.0,PAID
2025-09-30,A100082,CARD,90.88,PAID
2025-05-03,A100083,CARD,123.04,PAID
2025-05-18,A100083,INVOICE,90.72,PAID
2025-06-02,A100083,CARD,147.6,PAID
2025-06-17,A100083,CARD,220.06,PAID
2025-07-02,A100083,CARD,143.37,PAID
2025-07-17,A100083,CARD,119.14,PAID
2025-08-01,A100083,INVOICE,19.77,PAID
2025-08-16,A100083,WIRE,10.0,PAID
2025-08-31,A100083,WIRE,113.73,PAID
2025-09-15,A100083,INVOICE,141.25,PAID
2025-09-30,A100083,INVOICE,199.47,PAID
2025-05-03,A100084,WIRE,175.79,PAID
2025-05-18,A100084,INVOICE,169.92,PAID
2025-06-02,A100084,CARD,51.98,PAID
2025-06-17,A100084,CARD,150.66,PAID
2025-07-02,A100084,CARD,161.86,PAID
2025-07-17,A100084,INVOICE,82.51,PAID
2025-08-01,A100084,CARD,26.72,PAID
2025-08-16,A100084,CARD,172.61,PAID
2025-08-31,A100084,CARD,132.33,PAID
2025-09-15,A100084,CARD,109.05,PAID
2025-09-30,A100084,CARD,128.88,PAID
2025-05-03,A100085,INVOICE,172.28,PAID
2025-05-18,A100085,INVOICE,266.69,PAID
2025-06-02,A100085,CARD,10.0,PAID
2025-06-17,A100085,CARD,180.65,PAID
2025-07-02,A100085,INVOICE,140.78,PAID
2025-07-17,A100085,CARD,100.94,PAID
2025-08-01,A100085,CARD,207.7,PAID
2025-08-16,A100085,INVOICE,70.99,PAID
2025-08-31,A100085,CARD,146.24,PAID
2025-09-15,A100085,CARD,115.75,PAID
2025-09-30,A100085,CARD,42.91,PAID
2025-05-03,A100086,CARD,47.22,PAID
2025-05-18,A100086,CARD,67.26,PAID
2025-06-02,A100086,CARD,201.94,PAID
2025-06-17,A100086,CARD,113.79,PAID
2025-07-02,A100086,CARD,81.92,PAID
2025-07-17,A100086,INVOICE,120.37,PAID
2025-08-01,A100086,CARD,74.68,PAID
2025-08-16,A100086,CARD,119.34,PAID
2025-08-31,A100086,CARD,79.43,PAID
2025-09-15,A100086,CARD,39.47,PAID
2025-09-30,A100086,WIRE,222.78,PAID
2025-05-03,A100087,CARD,32.54,PAID
2025-05-18,A100087,CARD,210.67,PAID
2025-06-02,A100087,INVOICE,10.0,PAID
2025-06-17,A100087,CARD,167.5,PAID
2025-07-02,A100087,CARD,38.08,PAID
2025-07-17,A100087,CARD,113.95,PAID
2025-08-01,A100087,WIRE,196.36,PAID
2025-08-16,A100087,CARD,179.95,PAID
2025-08-31,A100087,CARD,190.99,PAID
2025-09-15,A100087,CARD,249.7,PAID
2025-09-30,A100087,CARD,105.61,PAID
2025-05-03,A100088,WIRE,184.47,PAID
2025-05-18,A100088,CARD,163.1,PAID
2025-06-02,A100088,INVOICE,135.02,PAID
2025-06-17,A100088,CARD,111.47,PAID
2025-07-02,A100088,CARD,95.03,PAID
2025-07-17,A100088,CARD,124.24,PAID
2025-08-01,A100088,CARD,117.03,PAID
2025-08-16,A100088,CARD,32.96,PAID
2025-08-31,A100088,CARD,231.58,PAID
2025-09-15,A100088,INVOICE,110.4,PAID
2025-09-30,A100088,CARD,136.39,PAID
2025-05-03,A100089,CARD,249.08,PAID
2025-05-18,A100089,CARD,73.3,PAID
2025-06-02,A100089,CARD,100.02,PAID
2025-06-17,A100089,INVOICE,45.98,PAID
2025-07-02,A100089,CARD,178.44,PAID
2025-07-17,A100089,CARD,58.98,PAID
2025-08-01,A100089,CARD,237.58,PAID
2025-08-16,A100089,CARD,60.1,PAID
2025-08-31,A100089,CARD,122.13,PAID
2025-09-15,A100089,INVOICE,73.16,PAID
2025-09-30,A100089,CARD,215.77,PAID
2025-05-03,A100090,CARD,120.34,PAID
2025-05-18,A100090,INVOICE,92.72,PAID
2025-06-02,A100090,CARD,130.17,PAID
2025-06-17,A100090,INVOICE,125.14,PAID
2025-07-02,A100090,INVOICE,254.65,PAID
2025-07-17,A100090,INVOICE,211.17,PAID
2025-08-01,A100090,CARD,106.32,PAID
2025-08-16,A100090,INVOICE,129.01,PAID
2025-08-31,A100090,CARD,211.16,PAID
2025-09-15,A100090,CARD,133.45,PAID
2025-09-30,A100090,CARD,190.18,PAID
2025-05-03,A100091,CARD,117.24,PAID
2025-05-18,A100091,INVOICE,110.31,PAID
2025-06-02,A100091,INVOICE,49.82,PAID
2025-06-17,A100091,CARD,96.42,PAID
2025-07-02,A100091,INVOICE,134.17,PAID
2025-07-17,A100091,INVOICE,113.67,PAID
2025-08-01,A100091,WIRE,120.33,PAID
2025-08-16,A100091,INVOICE,93.56,PAID
2025-08-31,A100091,CARD,98.9,PAID
2025-09-15,A100091,CARD,115.71,PAID
2025-09-30,A100091,CARD,155.93,PAID
2025-05-03,A100092,INVOICE,181.31,PAID
2025-05-18,A100092,CARD,56.96,PAID
2025-06-02,A100092,CARD,104.74,PAID
2025-06-17,A100092,CARD,124.84,PAID
2025-07-02,A100092,CARD,150.36,PAID
2025-07-17,A100092,CARD,134.94,PAID
2025-08-01,A100092,CARD,113.46,PAID
2025-08-16,A100092,INVOICE,164.85,PAID
2025-08-31,A100092,CARD,19.16,PAID
2025-09-15,A100092,INVOICE,163.57,PAID
2025-09-30,A100092,CARD,103.63,PAID
2025-05-03,A100093,WIRE,144.06,PAID
2025-05-18,A100093,INVOICE,198.9,PAID
2025-06-02,A100093,CARD,52.06,PAID
2025-06-17,A100093,CARD,161.9,PAID
2025-07-02,A100093,CARD,87.17,PAID
2025-07-17,A100093,INVOICE,75.32,PAID
2025-08-01,A100093,CARD,151.14,PAID
2025-08-16,A100093,INVOICE,54.38,PAID
2025-08-31,A100093,INVOICE,110.57,PAID
2025-09-15,A100093,INVOICE,54.11,PAID
2025-09-30,A100093,CARD,189.13,PAID
2025-05-03,A100094,CARD,112.07,PAID
2025-05-18,A100094,CARD,189.48,PAID
2025-06-02,A100094,CARD,149.64,PAID
2025-06-17,A100094,CARD,17.87,PAID
2025-07-02,A100094,CARD,10.0,PAID
2025-07-17,A100094,CARD,79.38,PAID
2025-08-01,A100094,INVOICE,164.55,PAID
2025-08-16,A100094,CARD,72.53,PAID
2025-08-31,A100094,WIRE,150.27,PAID
2025-09-15,A100094,INVOICE,136.97,PAID
2025-09-30,A100094,CARD,90.02,PAID
2025-05-03,A100095,CARD,77.24,PAID
2025-05-18,A100095,INVOICE,78.87,PAID
2025-06-02,A100095,INVOICE,239.01,PAID
2025-06-17,A100095,INVOICE,162.34,PAID
2025-07-02,A100095,INVOICE,151.84,PAID
2025-07-17,A100095,CARD,130.5,PAID
2025-08-01,A100095,INVOICE,83.01,PAID
2025-08-16,A100095,CARD,49.28,PAID
2025-08-31,A100095,INVOICE,145.37,PAID
2025-09-15,A100095,CARD,129.09,PAID
2025-09-30,A100095,INVOICE,40.95,PAID
2025-05-03,A100096,CARD,92.76,PAID
2025-05-18,A100096,CARD,46.27,PAID
2025-06-02,A100096,CARD,116.54,PAID
2025-06-17,A100096,INVOICE,167.26,PAID
2025-07-02,A100096,WIRE,10.0,PAID
2025-07-17,A100096,CARD,63.09,PAID
2025-08-01,A100096,CARD,77.37,PAID
2025-08-16,A100096,WIRE,153.12,PAID
2025-08-31,A100096,CARD,164.41,PAID
2025-09-15,A100096,CARD,273.74,PAID
2025-09-30,A100096,CARD,69.56,PAID
2025-05-03,A100097,INVOICE,139.13,PAID
2025-05-18,A100097,CARD,96.53,CHARGEBACK
2025-06-02,A100097,CARD,88.71,PAID
2025-06-17,A100097,INVOICE,121.95,PAID
2025-07-02,A100097,INVOICE,141.47,CHARGEBACK
2025-07-17,A100097,CARD,99.63,PAID
2025-08-01,A100097,CARD,100.27,PAID
2025-08-16,A100097,INVOICE,136.2,CHARGEBACK
2025-08-31,A100097,CARD,246.92,PAID
2025-09-15,A100097,CARD,170.36,PAID
2025-09-30,A100097,CARD,147.79,PAID
2025-05-03,A100098,INVOICE,73.48,PAID
2025-05-18,A100098,CARD,18.67,PAID
2025-06-02,A100098,CARD,107.03,PAID
2025-06-17,A100098,CARD,172.15,PAID
2025-07-02,A100098,INVOICE,209.4,PAID
2025-07-17,A100098,CARD,108.97,PAID
2025-08-01,A100098,CARD,157.98,PAID
2025-08-16,A100098,CARD,87.91,PAID
2025-08-31,A100098,INVOICE,145.8,PAID
2025-09-15,A100098,CARD,67.03,PAID
2025-09-30,A100098,CARD,214.73,PAID
2025-05-03,A100099,INVOICE,100.09,PAID
2025-05-18,A100099,CARD,75.93,PAID
2025-06-02,A100099,INVOICE,88.31,PAID
2025-06-17,A100099,INVOICE,226.55,PAID
2025-07-02,A100099,CARD,154.77,PAID
2025-07-17,A100099,INVOICE,184.19,PAID
2025-08-01,A100099,CARD,95.09,PAID
2025-08-16,A100099,CARD,50.37,PAID
2025-08-31,A100099,CARD,11.32,PAID
2025-09-15,A100099,CARD,45.28,PAID
2025-09-30,A100099,CARD,188.56,PAID
2025-05-03,A100100,CARD,163.5,PAID
2025-05-18,A100100,CARD,191.12,PAID
2025-06-02,A100100,INVOICE,116.87,PAID
2025-06-17,A100100,INVOICE,166.06,PAID
2025-07-02,A100100,CARD,130.04,PAID
2025-07-17,A100100,CARD,152.87,PAID
2025-08-01,A100100,CARD,79.63,PAID
2025-08-16,A100100,WIRE,125.67,PAID
2025-08-31,A100100,CARD,159.65,PAID
2025-09-15,A100100,CARD,205.51,PAID
2025-09-30,A100100,CARD,214.97,PAID
2025-05-03,A100101,CARD,99.75,PAID
2025-05-18,A100101,INVOICE,133.36,PAID
2025-06-02,A100101,CARD,135.75,PAID
2025-06-17,A100101,INVOICE,106.25,PAID
2025-07-02,A100101,CARD,167.45,PAID
2025-07-17,A100101,CARD,70.73,PAID
2025-08-01,A100101,CARD,157.1,PAID
2025-08-16,A100101,CARD,153.4,PAID
2025-08-31,A100101,CARD,32.84,PAID
2025-09-15,A100101,CARD,55.88,PAID
2025-09-30,A100101,CARD,136.34,PAID
2025-05-03,A100102,CARD,145.67,PAID
2025-05-18,A100102,CARD,106.62,PAID
2025-06-02,A100102,WIRE,186.51,PAID
2025-06-17,A100102,CARD,106.21,PAID
2025-07-02,A100102,CARD,154.58,PAID
2025-07-17,A100102,CARD,15.2,PAID
2025-08-01,A100102,INVOICE,75.55,PAID
2025-08-16,A100102,CARD,112.31,PAID
2025-08-31,A100102,CARD,186.4,PAID
2025-09-15,A100102,INVOICE,82.69,PAID
2025-09-30,A100102,INVOICE,127.26,PAID
2025-05-03,A100103,CARD,40.18,PAID
2025-05-18,A100103,CARD,128.52,PAID
2025-06-02,A100103,CARD,104.6,PAID
2025-06-17,A100103,CARD,125.77,PAID
2025-07-02,A100103,CARD,91.54,PAID
2025-07-17,A100103,CARD,121.86,PAID
2025-08-01,A100103,INVOICE,109.17,PAID
2025-08-16,A100103,INVOICE,212.75,PAID
2025-08-31,A100103,INVOICE,104.14,PAID
2025-09-15,A100103,CARD,131.48,PAID
2025-09-30,A100103,CARD,118.07,PAID
2025-05-03,A100104,CARD,10.0,PAID
2025-05-18,A100104,CARD,165.34,PAID
2025-06-02,A100104,INVOICE,133.23,PAID
2025-06-17,A100104,CARD,110.58,PAID
2025-07-02,A100104,WIRE,187.83,PAID
2025-07-17,A100104,CARD,132.62,PAID
2025-08-01,A100104,WIRE,129.87,PAID
2025-08-16,A100104,INVOICE,119.35,PAID
2025-08-31,A100104,WIRE,91.81,PAID
2025-09-15,A100104,CARD,168.16,PAID
2025-09-30,A100104,INVOICE,195.68,PAID
2025-05-03,A100105,INVOICE,122.18,PAID
2025-05-18,A100105,INVOICE,124.23,PAID
2025-06-02,A100105,CARD,99.35,PAID
2025-06-17,A100105,CARD,10.0,PAID
2025-07-02,A100105,INVOICE,164.8,PAID
2025-07-17,A100105,INVOICE,172.01,PAID
2025-08-01,A100105,CARD,47.74,PAID
2025-08-16,A100105,INVOICE,10.0,PAID
2025-08-31,A100105,INVOICE,150.06,PAID
2025-09-15,A100105,CARD,143.91,PAID
2025-09-30,A100105,INVOICE,62.42,PAID
2025-05-03,A100106,INVOICE,110.68,PAID
2025-05-18,A100106,CARD,116.89,PAID
2025-06-02,A100106,CARD,114.5,PAID
2025-06-17,A100106,CARD,115.67,PAID
2025-07-02,A100106,CARD,157.02,PAID
2025-07-17,A100106,CARD,158.58,PAID
2025-08-01,A100106,CARD,94.59,PAID
2025-08-16,A100106,INVOICE,186.43,PAID
2025-08-31,A100106,CARD,141.18,PAID
