event_ts,account_id,action,instance_id,region
2025-08-12 21:09:00,A100160,RUN_INSTANCES,i-36566788,eu-central-1
2025-08-12 22:36:00,A100134,CREATE_SECURITY_GROUP,,us-east-1
2025-08-12 23:21:00,A100155,ALLOCATE_ADDRESS,,eu-west-1
2025-08-12 23:43:00,A100031,CREATE_KEY_PAIR,,eu-north-1
2025-08-13 00:38:00,A100072,TERMINATE_INSTANCES,i-13139106,eu-west-1
2025-08-13 00:54:00,A100048,RUN_INSTANCES,i-43802339,ap-south-1
2025-08-13 02:24:00,A100173,RUN_INSTANCES,i-66147704,eu-central-1
2025-08-13 02:54:00,A100148,RUN_INSTANCES,i-47987220,eu-north-1
2025-08-13 03:16:00,A100037,TERMINATE_INSTANCES,i-90004931,eu-west-1
2025-08-13 05:05:00,A100106,TERMINATE_INSTANCES,i-43972663,us-west-2
2025-08-13 05:45:00,A100262,RUN_INSTANCES,i-56288154,eu-north-1
2025-08-13 06:18:00,A100260,RUN_INSTANCES,i-49375246,eu-central-1
2025-08-13 06:24:00,A100092,RUN_INSTANCES,i-91389397,eu-central-1
2025-08-13 06:50:00,A100092,TERMINATE_INSTANCES,i-48656690,eu-west-1
2025-08-13 07:01:00,A100228,RUN_INSTANCES,i-20553297,eu-north-1
2025-08-13 08:59:00,A100014,RUN_INSTANCES,i-41450369,us-east-1
2025-08-13 09:35:00,A100253,TERMINATE_INSTANCES,i-23709800,eu-west-1
2025-08-13 10:00:00,A100217,RUN_INSTANCES,i-41896682,us-east-1
2025-08-13 10:50:00,A100119,RUN_INSTANCES,i-77951824,eu-west-1
2025-08-13 11:00:00,A100204,CREATE_SECURITY_GROUP,,ap-south-1
2025-08-13 11:09:00,A100089,CREATE_SECURITY_GROUP,,us-east-1
2025-08-13 11:55:00,A100225,RUN_INSTANCES,i-66471184,eu-west-1
2025-08-13 12:24:00,A100138,TERMINATE_INSTANCES,i-41393026,us-east-1
2025-08-13 12:45:00,A100260,RUN_INSTANCES,i-76412363,eu-north-1
2025-08-13 12:56:00,A100262,RUN_INSTANCES,i-32333008,eu-north-1
2025-08-13 14:00:00,A100267,RUN_INSTANCES,i-64138444,us-east-1
2025-08-13 14:08:00,A100023,TERMINATE_INSTANCES,i-35804927,eu-west-1
2025-08-13 14:23:00,A100203,TERMINATE_INSTANCES,i-39694921,eu-central-1
2025-08-13 14:44:00,A100058,RUN_INSTANCES,i-61434284,eu-north-1
2025-08-13 15:21:00,A100102,RUN_INSTANCES,i-85606885,eu-north-1
2025-08-13 16:06:00,A100216,CREATE_KEY_PAIR,,eu-central-1
2025-08-13 16:56:00,A100145,CREATE_KEY_PAIR,,us-east-1
2025-08-13 17:21:00,A100295,CREATE_KEY_PAIR,,eu-north-1
2025-08-13 17:39:00,A100246,ALLOCATE_ADDRESS,,ap-south-1
2025-08-13 18:30:00,A100278,ALLOCATE_ADDRESS,,eu-central-1
2025-08-13 18:44:00,A100050,RUN_INSTANCES,i-79901143,eu-central-1
2025-08-13 19:21:00,A100044,CREATE_KEY_PAIR,,us-east-1
2025-08-13 19:43:00,A100065,RUN_INSTANCES,i-47033688,eu-north-1
2025-08-13 19:55:00,A100298,TERMINATE_INSTANCES,i-78040249,eu-central-1
2025-08-13 20:26:00,A100157,RUN_INSTANCES,i-90800816,us-west-2
2025-08-13 20:44:00,A100071,RUN_INSTANCES,i-55386217,ap-south-1
2025-08-13 20:58:00,A100247,RUN_INSTANCES,i-79125683,eu-north-1
2025-08-13 22:50:00,A100034,RUN_INSTANCES,i-20239947,eu-central-1
2025-08-14 00:02:00,A100224,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-14 00:09:00,A100116,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-14 00:53:00,A100090,TERMINATE_INSTANCES,i-85771673,eu-north-1
2025-08-14 03:00:00,A100169,CREATE_KEY_PAIR,,us-east-1
2025-08-14 05:01:00,A100232,RUN_INSTANCES,i-56377069,eu-north-1
2025-08-14 05:41:00,A100285,RUN_INSTANCES,i-73519997,eu-central-1
2025-08-14 09:32:00,A100063,TERMINATE_INSTANCES,i-94465578,eu-central-1
2025-08-14 10:14:00,A100250,RUN_INSTANCES,i-53584841,us-west-2
2025-08-14 12:01:00,A100039,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-14 12:49:00,A100218,TERMINATE_INSTANCES,i-67302878,eu-north-1
2025-08-14 13:53:00,A100168,RUN_INSTANCES,i-96516067,eu-west-1
2025-08-14 15:32:00,A100242,TERMINATE_INSTANCES,i-36324635,us-west-2
2025-08-14 17:15:00,A100200,RUN_INSTANCES,i-47610551,eu-north-1
2025-08-14 18:45:00,A100241,RUN_INSTANCES,i-97669145,us-east-1
2025-08-14 19:50:00,A100108,RUN_INSTANCES,i-28664602,us-east-1
2025-08-14 20:01:00,A100006,CREATE_KEY_PAIR,,eu-central-1
2025-08-14 20:10:00,A100062,TERMINATE_INSTANCES,i-67430594,eu-north-1
2025-08-14 21:14:00,A100215,RUN_INSTANCES,i-46194449,eu-north-1
2025-08-14 21:19:00,A100225,RUN_INSTANCES,i-55668015,eu-central-1
2025-08-14 22:48:00,A100058,ALLOCATE_ADDRESS,,eu-west-1
2025-08-14 22:50:00,A100159,TERMINATE_INSTANCES,i-40411444,eu-west-1
2025-08-14 22:59:00,A100141,RUN_INSTANCES,i-94331016,eu-central-1
2025-08-14 23:05:00,A100275,CREATE_KEY_PAIR,,eu-north-1
2025-08-15 00:54:00,A100139,CREATE_KEY_PAIR,,eu-west-1
2025-08-15 02:12:00,A100054,RUN_INSTANCES,i-78483256,eu-west-1
2025-08-15 03:33:00,A100198,RUN_INSTANCES,i-38685594,eu-north-1
2025-08-15 03:54:00,A100122,TERMINATE_INSTANCES,i-16256360,us-east-1
2025-08-15 06:26:00,A100076,CREATE_KEY_PAIR,,us-west-2
2025-08-15 06:47:00,A100144,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-15 07:01:00,A100088,RUN_INSTANCES,i-91941635,eu-central-1
2025-08-15 07:03:00,A100095,TERMINATE_INSTANCES,i-29206839,eu-central-1
2025-08-15 07:14:00,A100202,TERMINATE_INSTANCES,i-62042031,eu-north-1
2025-08-15 08:03:00,A100065,ALLOCATE_ADDRESS,,eu-west-1
2025-08-15 11:07:00,A100104,RUN_INSTANCES,i-34388303,eu-central-1
2025-08-15 12:05:00,A100011,ALLOCATE_ADDRESS,,ap-south-1
2025-08-15 13:19:00,A100119,RUN_INSTANCES,i-14399116,us-west-2
2025-08-15 13:37:00,A100114,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-15 13:40:00,A100254,RUN_INSTANCES,i-14918179,eu-central-1
2025-08-15 15:47:00,A100138,CREATE_SECURITY_GROUP,,us-east-1
2025-08-15 16:10:00,A100171,CREATE_KEY_PAIR,,ap-south-1
2025-08-15 16:13:00,A100238,RUN_INSTANCES,i-38243680,us-west-2
2025-08-15 16:18:00,A100279,RUN_INSTANCES,i-73298876,eu-north-1
2025-08-15 16:24:00,A100250,RUN_INSTANCES,i-57191320,ap-south-1
2025-08-15 18:16:00,A100013,CREATE_KEY_PAIR,,us-east-1
2025-08-15 18:34:00,A100261,RUN_INSTANCES,i-34563497,ap-northeast-1
2025-08-15 18:37:00,A100190,TERMINATE_INSTANCES,i-45800482,eu-west-1
2025-08-15 19:10:00,A100035,RUN_INSTANCES,i-14776890,eu-west-1
2025-08-15 19:22:00,A100178,TERMINATE_INSTANCES,i-95674560,eu-north-1
2025-08-15 19:40:00,A100168,ALLOCATE_ADDRESS,,eu-central-1
2025-08-15 19:48:00,A100103,CREATE_SECURITY_GROUP,,us-east-1
2025-08-15 21:01:00,A100298,ALLOCATE_ADDRESS,,eu-central-1
2025-08-15 21:11:00,A100198,RUN_INSTANCES,i-57115481,eu-north-1
2025-08-15 23:50:00,A100240,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-15 23:55:00,A100220,TERMINATE_INSTANCES,i-63826349,us-west-2
2025-08-15 23:59:00,A100055,RUN_INSTANCES,i-69286607,eu-north-1
2025-08-16 00:21:00,A100137,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-16 00:22:00,A100232,RUN_INSTANCES,i-62936957,us-east-1
2025-08-16 01:14:00,A100070,TERMINATE_INSTANCES,i-60980233,eu-central-1
2025-08-16 06:39:00,A100072,CREATE_KEY_PAIR,,eu-central-1
2025-08-16 08:27:00,A100044,TERMINATE_INSTANCES,i-91249080,us-east-1
2025-08-16 09:43:00,A100230,CREATE_SECURITY_GROUP,,ap-northeast-1
2025-08-16 09:44:00,A100040,RUN_INSTANCES,i-67515026,us-east-1
2025-08-16 10:37:00,A100098,RUN_INSTANCES,i-68649590,eu-central-1
2025-08-16 11:23:00,A100057,RUN_INSTANCES,i-28458823,eu-central-1
2025-08-16 12:00:00,A100222,CREATE_KEY_PAIR,,eu-north-1
2025-08-16 12:08:00,A100173,TERMINATE_INSTANCES,i-55979384,us-east-1
2025-08-16 12:50:00,A100056,TERMINATE_INSTANCES,i-88390521,eu-west-1
2025-08-16 15:02:00,A100043,RUN_INSTANCES,i-26470046,eu-west-1
2025-08-16 15:02:00,A100105,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-16 15:15:00,A100296,TERMINATE_INSTANCES,i-54314055,eu-central-1
2025-08-16 15:51:00,A100226,ALLOCATE_ADDRESS,,eu-north-1
2025-08-16 18:13:00,A100121,TERMINATE_INSTANCES,i-32463551,eu-central-1
2025-08-16 18:23:00,A100281,ALLOCATE_ADDRESS,,us-east-1
2025-08-16 18:33:00,A100223,RUN_INSTANCES,i-73860902,us-west-2
2025-08-16 19:00:00,A100183,TERMINATE_INSTANCES,i-37938476,eu-north-1
2025-08-16 19:04:00,A100051,RUN_INSTANCES,i-96941590,eu-central-1
2025-08-16 20:04:00,A100153,CREATE_KEY_PAIR,,eu-central-1
2025-08-16 20:21:00,A100005,RUN_INSTANCES,i-57562808,ap-south-1
2025-08-16 20:37:00,A100115,CREATE_SECURITY_GROUP,,ap-south-1
2025-08-16 20:50:00,A100297,RUN_INSTANCES,i-62927408,us-west-2
2025-08-16 21:01:00,A100189,RUN_INSTANCES,i-10357976,us-east-1
2025-08-16 21:56:00,A100283,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-16 22:11:00,A100015,ALLOCATE_ADDRESS,,eu-central-1
2025-08-16 22:49:00,A100088,RUN_INSTANCES,i-98796781,us-east-1
2025-08-17 00:27:00,A100163,TERMINATE_INSTANCES,i-22581717,eu-west-1
2025-08-17 01:14:00,A100247,ALLOCATE_ADDRESS,,eu-west-1
2025-08-17 03:23:00,A100151,RUN_INSTANCES,i-51410511,eu-west-1
2025-08-17 03:28:00,A100295,ALLOCATE_ADDRESS,,eu-north-1
2025-08-17 05:27:00,A100069,CREATE_KEY_PAIR,,eu-central-1
2025-08-17 05:41:00,A100100,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-17 06:21:00,A100238,CREATE_KEY_PAIR,,eu-north-1
2025-08-17 07:17:00,A100189,ALLOCATE_ADDRESS,,eu-north-1
2025-08-17 07:52:00,A100114,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-17 08:45:00,A100158,RUN_INSTANCES,i-11713151,eu-north-1
2025-08-17 09:42:00,A100109,RUN_INSTANCES,i-60895081,us-west-2
2025-08-17 09:59:00,A100280,TERMINATE_INSTANCES,i-37081668,eu-central-1
2025-08-17 12:46:00,A100068,ALLOCATE_ADDRESS,,us-east-1
2025-08-17 13:16:00,A100231,RUN_INSTANCES,i-61582861,eu-north-1
2025-08-17 13:19:00,A100209,CREATE_KEY_PAIR,,us-west-2
2025-08-17 13:37:00,A100131,RUN_INSTANCES,i-36108237,us-east-1
2025-08-17 14:04:00,A100184,TERMINATE_INSTANCES,i-99710744,ap-northeast-1
2025-08-17 15:17:00,A100096,ALLOCATE_ADDRESS,,ap-northeast-1
2025-08-17 15:21:00,A100043,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-17 16:47:00,A100001,RUN_INSTANCES,i-36947563,us-east-1
2025-08-17 17:32:00,A100220,ALLOCATE_ADDRESS,,us-east-1
2025-08-17 17:42:00,A100171,ALLOCATE_ADDRESS,,us-west-2
2025-08-17 17:50:00,A100014,TERMINATE_INSTANCES,i-28462234,eu-central-1
2025-08-17 20:02:00,A100208,CREATE_SECURITY_GROUP,,us-east-1
2025-08-17 20:27:00,A100018,CREATE_KEY_PAIR,,eu-west-1
2025-08-17 20:53:00,A100046,RUN_INSTANCES,i-55544723,eu-central-1
2025-08-17 21:45:00,A100160,TERMINATE_INSTANCES,i-77857343,ap-south-1
2025-08-17 21:47:00,A100104,TERMINATE_INSTANCES,i-35752905,eu-central-1
2025-08-17 23:30:00,A100205,RUN_INSTANCES,i-67854592,eu-central-1
2025-08-18 00:11:00,A100218,TERMINATE_INSTANCES,i-10677970,eu-west-1
2025-08-18 02:05:00,A100195,TERMINATE_INSTANCES,i-98073936,us-east-1
2025-08-18 02:09:00,A100049,ALLOCATE_ADDRESS,,eu-north-1
2025-08-18 02:53:00,A100159,TERMINATE_INSTANCES,i-79604248,eu-central-1
2025-08-18 04:15:00,A100220,CREATE_KEY_PAIR,,us-west-2
2025-08-18 04:43:00,A100293,RUN_INSTANCES,i-52833388,eu-north-1
2025-08-18 04:48:00,A100190,CREATE_KEY_PAIR,,eu-north-1
2025-08-18 05:29:00,A100093,RUN_INSTANCES,i-14692223,eu-central-1
2025-08-18 06:05:00,A100089,RUN_INSTANCES,i-62378750,eu-north-1
2025-08-18 07:06:00,A100245,RUN_INSTANCES,i-22039092,eu-central-1
2025-08-18 08:59:00,A100198,CREATE_KEY_PAIR,,us-west-2
2025-08-18 09:39:00,A100102,RUN_INSTANCES,i-53532271,eu-west-1
2025-08-18 09:56:00,A100166,TERMINATE_INSTANCES,i-91461628,eu-central-1
2025-08-18 10:45:00,A100205,TERMINATE_INSTANCES,i-93631601,eu-central-1
2025-08-18 11:12:00,A100126,RUN_INSTANCES,i-62898280,eu-west-1
2025-08-18 12:04:00,A100075,CREATE_SECURITY_GROUP,,us-east-1
2025-08-18 12:51:00,A100026,RUN_INSTANCES,i-85139862,eu-central-1
2025-08-18 12:58:00,A100181,TERMINATE_INSTANCES,i-69127368,us-west-2
2025-08-18 13:52:00,A100040,TERMINATE_INSTANCES,i-61880674,eu-central-1
2025-08-18 14:53:00,A100132,CREATE_KEY_PAIR,,eu-central-1
2025-08-18 15:48:00,A100119,RUN_INSTANCES,i-76133450,eu-west-1
2025-08-18 16:31:00,A100182,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-18 18:46:00,A100191,TERMINATE_INSTANCES,i-94770946,eu-north-1
2025-08-18 19:33:00,A100029,RUN_INSTANCES,i-58790452,eu-central-1
2025-08-18 20:56:00,A100207,RUN_INSTANCES,i-77389809,eu-central-1
2025-08-18 21:22:00,A100226,CREATE_KEY_PAIR,,us-east-1
2025-08-18 22:34:00,A100259,ALLOCATE_ADDRESS,,eu-west-1
2025-08-18 23:12:00,A100175,ALLOCATE_ADDRESS,,eu-west-1
2025-08-18 23:36:00,A100253,CREATE_SECURITY_GROUP,,us-west-2
2025-08-18 23:54:00,A100271,ALLOCATE_ADDRESS,,us-west-2
2025-08-19 02:46:00,A100172,TERMINATE_INSTANCES,i-41895253,eu-north-1
2025-08-19 03:39:00,A100005,RUN_INSTANCES,i-21986083,eu-north-1
2025-08-19 04:49:00,A100223,RUN_INSTANCES,i-70245675,eu-central-1
2025-08-19 05:39:00,A100228,RUN_INSTANCES,i-13110684,eu-west-1
2025-08-19 06:15:00,A100080,RUN_INSTANCES,i-81239710,eu-central-1
2025-08-19 09:46:00,A100019,CREATE_KEY_PAIR,,eu-west-1
2025-08-19 11:58:00,A100061,TERMINATE_INSTANCES,i-19227366,eu-north-1
2025-08-19 12:45:00,A100211,RUN_INSTANCES,i-48967890,eu-north-1
2025-08-19 15:38:00,A100121,RUN_INSTANCES,i-66023622,us-east-1
2025-08-19 15:47:00,A100037,CREATE_SECURITY_GROUP,,eu-north-1
2025-08-19 16:40:00,A100060,CREATE_KEY_PAIR,,us-east-1
2025-08-19 17:26:00,A100188,CREATE_KEY_PAIR,,eu-north-1
2025-08-19 17:52:00,A100264,RUN_INSTANCES,i-54131144,eu-central-1
2025-08-19 18:17:00,A100001,RUN_INSTANCES,i-15147094,eu-north-1
2025-08-19 18:51:00,A100039,ALLOCATE_ADDRESS,,eu-central-1
2025-08-19 18:58:00,A100118,RUN_INSTANCES,i-64295887,eu-north-1
2025-08-19 22:07:00,A100291,CREATE_KEY_PAIR,,us-west-2
2025-08-19 22:52:00,A100149,ALLOCATE_ADDRESS,,us-east-1
2025-08-19 23:09:00,A100025,ALLOCATE_ADDRESS,,eu-central-1
2025-08-20 00:21:00,A100085,TERMINATE_INSTANCES,i-37279877,us-east-1
2025-08-20 01:03:00,A100092,RUN_INSTANCES,i-87855345,eu-north-1
2025-08-20 01:19:00,A100113,RUN_INSTANCES,i-81935296,eu-central-1
2025-08-20 03:26:00,A100251,RUN_INSTANCES,i-25313098,eu-central-1
2025-08-20 03:40:00,A100143,RUN_INSTANCES,i-16419193,eu-west-1
2025-08-20 04:41:00,A100024,RUN_INSTANCES,i-30113831,eu-central-1
2025-08-20 05:27:00,A100197,ALLOCATE_ADDRESS,,us-east-1
2025-08-20 08:03:00,A100140,RUN_INSTANCES,i-95406255,us-west-2
2025-08-20 09:08:00,A100218,RUN_INSTANCES,i-85330401,eu-north-1
2025-08-20 09:39:00,A100269,ALLOCATE_ADDRESS,,eu-north-1
2025-08-20 10:09:00,A100273,RUN_INSTANCES,i-56451044,eu-central-1
2025-08-20 10:15:00,A100249,RUN_INSTANCES,i-19514492,eu-north-1
2025-08-20 11:50:00,A100108,RUN_INSTANCES,i-50254388,eu-north-1
2025-08-20 12:43:00,A100276,RUN_INSTANCES,i-68765197,eu-north-1
2025-08-20 13:02:00,A100284,RUN_INSTANCES,i-72367227,eu-central-1
2025-08-20 13:17:00,A100185,TERMINATE_INSTANCES,i-32306905,us-west-2
2025-08-20 13:30:00,A100299,ALLOCATE_ADDRESS,,eu-central-1
2025-08-20 13:30:00,A100006,CREATE_SECURITY_GROUP,,ap-south-1
2025-08-20 15:10:00,A100087,TERMINATE_INSTANCES,i-76913575,eu-central-1
2025-08-20 18:20:00,A100135,RUN_INSTANCES,i-95906681,us-east-1
2025-08-20 18:32:00,A100043,RUN_INSTANCES,i-80878912,eu-north-1
2025-08-20 20:05:00,A100097,RUN_INSTANCES,i-78431562,eu-north-1
2025-08-20 21:32:00,A100251,TERMINATE_INSTANCES,i-93217973,eu-north-1
2025-08-20 23:54:00,A100197,ALLOCATE_ADDRESS,,us-east-1
2025-08-21 01:13:00,A100294,ALLOCATE_ADDRESS,,eu-north-1
2025-08-21 01:22:00,A100184,RUN_INSTANCES,i-38249091,us-west-2
2025-08-21 02:09:00,A100210,TERMINATE_INSTANCES,i-12260728,eu-central-1
2025-08-21 02:12:00,A100111,TERMINATE_INSTANCES,i-13033957,eu-west-1
2025-08-21 03:22:00,A100232,RUN_INSTANCES,i-56912569,us-east-1
2025-08-21 03:24:00,A100094,CREATE_KEY_PAIR,,us-east-1
2025-08-21 04:50:00,A100054,RUN_INSTANCES,i-71407852,us-east-1
2025-08-21 06:50:00,A100004,TERMINATE_INSTANCES,i-26127667,us-east-1
2025-08-21 07:34:00,A100256,RUN_INSTANCES,i-13899270,eu-north-1
2025-08-21 08:20:00,A100028,RUN_INSTANCES,i-15144798,eu-north-1
2025-08-21 09:07:00,A100211,TERMINATE_INSTANCES,i-95087207,eu-north-1
2025-08-21 09:29:00,A100082,RUN_INSTANCES,i-56700244,eu-central-1
2025-08-21 09:52:00,A100264,RUN_INSTANCES,i-47341158,ap-south-1
2025-08-21 10:23:00,A100162,RUN_INSTANCES,i-72733088,eu-central-1
2025-08-21 10:59:00,A100013,RUN_INSTANCES,i-10861698,eu-west-1
2025-08-21 11:06:00,A100024,CREATE_KEY_PAIR,,eu-north-1
2025-08-21 11:08:00,A100076,TERMINATE_INSTANCES,i-58820338,eu-central-1
2025-08-21 11:58:00,A100058,TERMINATE_INSTANCES,i-29353800,us-east-1
2025-08-21 14:05:00,A100296,CREATE_SECURITY_GROUP,,us-east-1
2025-08-21 14:40:00,A100293,TERMINATE_INSTANCES,i-24937796,us-west-2
2025-08-21 14:43:00,A100276,CREATE_KEY_PAIR,,eu-north-1
2025-08-21 16:32:00,A100273,RUN_INSTANCES,i-36891827,us-west-2
2025-08-21 16:51:00,A100060,RUN_INSTANCES,i-78457600,eu-west-1
2025-08-21 18:00:00,A100264,RUN_INSTANCES,i-85283279,us-east-1
2025-08-21 19:39:00,A100070,CREATE_KEY_PAIR,,us-east-1
2025-08-21 21:23:00,A100039,TERMINATE_INSTANCES,i-46160636,us-west-2
2025-08-21 21:32:00,A100030,ALLOCATE_ADDRESS,,eu-west-1
2025-08-21 22:21:00,A100020,ALLOCATE_ADDRESS,,eu-central-1
2025-08-21 23:24:00,A100220,RUN_INSTANCES,i-83217241,eu-north-1
2025-08-22 00:23:00,A100292,RUN_INSTANCES,i-57211807,eu-north-1
2025-08-22 02:39:00,A100038,RUN_INSTANCES,i-38465366,eu-central-1
2025-08-22 02:40:00,A100256,RUN_INSTANCES,i-39497278,eu-central-1
2025-08-22 03:28:00,A100298,TERMINATE_INSTANCES,i-60007565,eu-north-1
2025-08-22 04:26:00,A100288,ALLOCATE_ADDRESS,,us-east-1
2025-08-22 04:28:00,A100141,RUN_INSTANCES,i-83311532,us-east-1
2025-08-22 08:05:00,A100141,TERMINATE_INSTANCES,i-30389414,eu-west-1
2025-08-22 08:54:00,A100048,RUN_INSTANCES,i-94185027,us-west-2
2025-08-22 09:55:00,A100131,RUN_INSTANCES,i-75296042,eu-north-1
2025-08-22 10:39:00,A100121,RUN_INSTANCES,i-71791406,us-east-1
2025-08-22 10:49:00,A100119,RUN_INSTANCES,i-32140428,eu-central-1
2025-08-22 11:21:00,A100298,CREATE_KEY_PAIR,,eu-north-1
2025-08-22 12:38:00,A100104,TERMINATE_INSTANCES,i-49706896,ap-south-1
2025-08-22 13:32:00,A100002,RUN_INSTANCES,i-83702370,us-east-1
2025-08-22 13:36:00,A100040,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-22 15:58:00,A100130,RUN_INSTANCES,i-20259759,eu-north-1
2025-08-22 16:11:00,A100087,TERMINATE_INSTANCES,i-30628554,ap-northeast-1
2025-08-22 16:37:00,A100243,RUN_INSTANCES,i-78385869,us-west-2
2025-08-22 16:59:00,A100157,ALLOCATE_ADDRESS,,us-west-2
2025-08-22 18:16:00,A100124,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-22 19:21:00,A100136,RUN_INSTANCES,i-92847754,us-east-1
2025-08-22 20:32:00,A100015,ALLOCATE_ADDRESS,,ap-south-1
2025-08-22 22:21:00,A100066,RUN_INSTANCES,i-74378441,eu-west-1
2025-08-22 23:56:00,A100028,RUN_INSTANCES,i-80327507,us-west-2
2025-08-23 00:10:00,A100142,TERMINATE_INSTANCES,i-66665475,eu-west-1
2025-08-23 00:29:00,A100107,RUN_INSTANCES,i-35477978,eu-central-1
2025-08-23 02:23:00,A100046,RUN_INSTANCES,i-59547710,eu-north-1
2025-08-23 02:24:00,A100296,ALLOCATE_ADDRESS,,us-west-2
2025-08-23 03:40:00,A100103,CREATE_KEY_PAIR,,us-west-2
2025-08-23 04:20:00,A100165,RUN_INSTANCES,i-73407794,us-east-1
2025-08-23 05:17:00,A100163,RUN_INSTANCES,i-66453644,eu-central-1
2025-08-23 06:15:00,A100076,ALLOCATE_ADDRESS,,eu-north-1
2025-08-23 06:31:00,A100144,TERMINATE_INSTANCES,i-55062668,eu-central-1
2025-08-23 07:04:00,A100009,TERMINATE_INSTANCES,i-57273013,eu-central-1
2025-08-23 07:20:00,A100172,RUN_INSTANCES,i-18535206,eu-north-1
2025-08-23 08:05:00,A100129,CREATE_SECURITY_GROUP,,us-west-2
2025-08-23 09:25:00,A100088,RUN_INSTANCES,i-48530021,eu-west-1
2025-08-23 09:47:00,A100207,RUN_INSTANCES,i-47752550,us-west-2
2025-08-23 10:18:00,A100048,RUN_INSTANCES,i-83394589,eu-central-1
2025-08-23 10:22:00,A100136,RUN_INSTANCES,i-62938578,us-west-2
2025-08-23 10:32:00,A100259,ALLOCATE_ADDRESS,,ap-northeast-1
2025-08-23 11:35:00,A100269,RUN_INSTANCES,i-75181044,us-east-1
2025-08-23 14:55:00,A100161,RUN_INSTANCES,i-95632094,eu-west-1
2025-08-23 15:20:00,A100189,RUN_INSTANCES,i-64692775,us-east-1
2025-08-23 15:29:00,A100171,CREATE_SECURITY_GROUP,,us-east-1
2025-08-23 15:48:00,A100242,RUN_INSTANCES,i-93887213,eu-central-1
2025-08-23 15:48:00,A100050,RUN_INSTANCES,i-28150422,eu-central-1
2025-08-23 16:02:00,A100253,TERMINATE_INSTANCES,i-82312187,eu-west-1
2025-08-23 18:11:00,A100063,TERMINATE_INSTANCES,i-28405951,eu-central-1
2025-08-23 19:05:00,A100135,RUN_INSTANCES,i-56058887,eu-west-1
2025-08-23 19:43:00,A100094,ALLOCATE_ADDRESS,,eu-central-1
2025-08-23 22:08:00,A100205,RUN_INSTANCES,i-62606473,eu-north-1
2025-08-23 22:16:00,A100213,RUN_INSTANCES,i-43682524,eu-west-1
2025-08-23 23:08:00,A100016,RUN_INSTANCES,i-20261717,eu-central-1
2025-08-23 23:09:00,A100260,RUN_INSTANCES,i-25463905,eu-north-1
2025-08-24 00:00:00,A100135,RUN_INSTANCES,i-52968170,us-west-2
2025-08-24 00:05:00,A100135,RUN_INSTANCES,i-76246449,us-west-2
2025-08-24 00:08:00,A100219,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-24 00:10:00,A100135,RUN_INSTANCES,i-87285325,ap-south-1
2025-08-24 00:15:00,A100135,RUN_INSTANCES,i-31984481,ap-south-1
2025-08-24 00:20:00,A100135,RUN_INSTANCES,i-25226342,ap-south-1
2025-08-24 00:25:00,A100135,RUN_INSTANCES,i-90133902,us-west-2
2025-08-24 00:30:00,A100135,RUN_INSTANCES,i-67600456,us-west-2
2025-08-24 00:35:00,A100135,RUN_INSTANCES,i-98892603,us-east-1
2025-08-24 00:40:00,A100135,RUN_INSTANCES,i-47733479,us-east-1
2025-08-24 00:44:00,A100030,RUN_INSTANCES,i-91152582,eu-central-1
2025-08-24 00:45:00,A100135,RUN_INSTANCES,i-84839203,ap-south-1
2025-08-24 01:37:00,A100234,RUN_INSTANCES,i-17132254,eu-central-1
2025-08-24 02:00:00,A100233,CREATE_KEY_PAIR,,us-west-2
2025-08-24 02:05:00,A100020,CREATE_SECURITY_GROUP,,us-west-2
2025-08-24 02:54:00,A100220,CREATE_SECURITY_GROUP,,us-west-2
2025-08-24 03:11:00,A100269,CREATE_SECURITY_GROUP,,ap-south-1
2025-08-24 04:12:00,A100255,TERMINATE_INSTANCES,i-10859868,us-east-1
2025-08-24 04:22:00,A100059,CREATE_SECURITY_GROUP,,eu-central-1
2025-08-24 04:24:00,A100206,RUN_INSTANCES,i-75992841,eu-central-1
2025-08-24 04:44:00,A100092,TERMINATE_INSTANCES,i-23790018,us-west-2
2025-08-24 05:16:00,A100005,TERMINATE_INSTANCES,i-47289193,eu-central-1
2025-08-24 06:28:00,A100251,ALLOCATE_ADDRESS,,eu-central-1
2025-08-24 07:58:00,A100179,TERMINATE_INSTANCES,i-33474513,us-east-1
2025-08-24 08:05:00,A100242,CREATE_SECURITY_GROUP,,eu-west-1
2025-08-24 08:14:00,A100225,RUN_INSTANCES,i-96871587,us-east-1
2025-08-24 08:49:00,A100002,TERMINATE_INSTANCES,i-78659235,eu-west-1
